"2053","Inovacijsko okolje - EU - Strukturni skladi","11281766 12516348 12194728 108,1 97,4",""
"410","Subvencije","4078132 3589622 3336470 81,8 93,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","7203634 8926726 8858258 123,0 99,2",""
"","Inovacijsko okolje - EU - Strukturni skladi - slovenska udeležba","3760588 4064959 108,1 97,4",""
"2054","","4171745",""
"410","Subvencije","1359380 1196170 1112157 81,8 93,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","2401208 2975575 2952802 123,0 99,2",""
"6882","Usposabljanje strokovnjakov in raziskovalcev - 07-13 - EU","1185111 1185111 0 0,0 0,0",""
"410","Subvencije SPU/PU/PPP/GPR/PPR/PP/K3","1185111 1185111 0 0,0 0,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"6966","Usposabljanje strokovnjakov in raziskovalcev - 07-13 - slovenska udeležba","209137 0 0 0,0 -",""
"410","Subvencije","209137 0 0 0,0 -",""
"12","PRIDOBIVANJE IN DISTRIBUCIJA ENERGETSKIH SUROVIN","32470730 32519158 32441235 99,9 99,8",""
"1201","Urejanje sistema na področju pridobivanja in distribucije energetskih surovin","1696102 2370228 2312228 136,3 97,6",""
"12012101","Urejanje področja pridobivanja in distribucije energetskih surovin","1696102 2370228 2312228 136,3 97,6",""
"5801","Arbitražni postopek RS - HEP","834585 1858711 1852968 222,0 99,7",""
"402","Izdatki za blago in storitve","834585 1858711 1852968 222,0 99,7",""
"5506","Operacionalizacija energetske zakonodaje","861517 511517 459260 53,3 89,8",""
"402","Izdatki za blago in storitve","861517 511517 459260 53,3 89,8",""
"","","459022 290042 285397 62,2 98,4",""
"1202","Urejanje, nadzor in oskrba na področju proizvodnje in distribucije električne energije","",""
"12022102","Intervencije in programi na področju proizvodnje in distribucije električne energije","459022 290042 285397 62,2 98,4",""
"8789","Priprava dela in študije HE - spodnja Sava","459022 290042 285397 62,2 98,4",""
"402","Izdatki za blago in storitve","105721 290042 285397 270,0 98,4",""
"420","Nakup in gradnja osnovnih sredstev","353301 0 0 0,0 -",""
"1204","Urejanje, nadzor in oskrba na področju predelave in distribucije nafte in zemeljskega plina","415206 415206 415206 100,0 100,0",""
"12042101","Programi podpor na področju predelave in distribucije nafte in zemeljskega plina","415206 415206 415206 100,0 100,0",""
"5810","Ekološka in tehnološka sanacija Nafte Lendava","415206 415206 415206 100,0 100,0",""
"410","Subvencije","415206 415206 415206 100,0 100,0",""
"1205","Urejanje in nadzor na področju rudarstva (vključuje tudi premogovništvo)","29900400 29443682 29428404 98,4 100,0",""
"12052102","Oblikovanje strategije na področju rudarstva","941311 889739 887345 94,3 99,7",""
"5805","Izvajanje nalog s področja gospodarjenja in raziskovanja mineralnih surovin","688532 642064 639670 92,9 99,6",""
"410","Subvencije","688532 642064 639670 92,9 99,6",""
"4161","Sofinanciranje dejavnosti Nacionalnega geološkega zavoda","252779 247675 247675 98,0 100,0",""
"402","Izdatki za blago in storitve","0 247675 247675 - 100,0",""
"413","Drugi tekoči domači transferi","252779 0 0 0,0 -",""
"12052105","Programi zapiranja premogovnikov","25049241 24644095 24631212 98,3 100,0",""
"6376","Programi zapiranja Rudnika Trbovlje-Hrastnik po ZPZRTH","17526290 17121144 17108262 97,6 99,9",""
"402","Izdatki za blago in storitve","273537 275359 275359 100,7 100,0",""
"410","Subvencije","15763019 15618266 15605384 99,0 99,9",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","1489734 1227519 1227519 82,4 100,0",""
"8195","Programi zapiranja rudnikov rjavega premoga Kanižarica, Senovo in Zagorje","7522951 7522951 7522950 100,0 100,0",""
"410","Subvencije","7522951 7522951 7522950 100,0 100,0",""
"12052106","Programi zapiranja rudnikov","3909848 3909848 3909847 100,0 100,0",""
"5186","Programi zapiranja rudnikov Idrija in Mežica","3617743 3617743 3617742 100,0 100,0",""
"410","Subvencije","3617743 3617743 3617742 100,0 100,0",""
"8786","Rudarska škoda - Idrija","292105 292105 292105 100,0 100,0",""
"410","Subvencije SPU/PU/PPP/GPR/PPR/PP/K3","292105 292105 292105 100,0 100,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"13","PROMET, PROMETNA INFRASTRUKTURA IN KOMUNIKACIJE","9707204 9302123 2304595 23,7 24,8",""
"","","9707204 9302123 2304595 23,7 24,8",""
"1306","Telekomunikacije in pošta","",""
"13062102","Programi elektronskih komunikacij in pošte","9707204 9302123 2304595 23,7 24,8",""
"5508","Pilotni projekt e - Vas","625939 2300139 2152302 343,9 93,6",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","0 1393889 1272333 - 91,3",""
"432","Investicijski transferi proračunskim uporabnikom","625939 906250 879969 140,6 97,1",""
"6769","Prehod na digitalno radiodifuzijo","333834 34 0 0,0 0,0",""
"402","Izdatki za blago in storitve","83459 34 0 0,0 0,0",""
"413","Drugi tekoči domači transferi","250375 0 0 0,0 -",""
"5507","Strokovne podlage za ureditev informacijsko telekomunikacijske dejavnosti","367217 67467 57615 15,7 85,4",""
"402","Izdatki za blago in storitve","367217 67467 57615 15,7 85,4",""
"","","333833 1402 0,4 78,6",""
"6527","Zagotavljanje sistemskih rešitev po ZEK","1783",""
"402","Izdatki za blago in storitve","83458 1408 1402 1,7 99,6",""
"413","Drugi tekoči domači transferi","250375 375 0 0,0 0,0",""
"9015","TF CFCU - Uporaba primernega sistema za regulacijo cen v poštnem sektorju","0 93276 93276 - 100,0",""
"402","Izdatki za blago in storitve","0 93276 93276 - 100,0",""
"6853","Razvoj širokopasovnih omrežij - 07-13 - EU","6839424 6839424 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","2279808 2279808 0 0,0 0,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","4559616 4559616 0 0,0 0,0",""
"9400","Razvoj širokopasovnih omrežij - 07-13 - slovenska udeležba","1206957 0 0 0,0 -",""
"420","Nakup in gradnja osnovnih sredstev","401992 0 0 0,0 -",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","804965 0 0 0,0 -",""
"14","GOSPODARSTVO","101424346 104034229 73808730 72,8 71,0",""
"1401","Urejanje in nadzor na področju gospodarstva in varstva potrošnikov","17476659 16662977 16055364 91,9 96,4",""
"14012101","Urejanje na področju gospodarstva","12401961 12546017 12351279 99,6 98,5",""
"3018","Plače","8646860 8846860 8796046 101,7 99,4",""
"400","Plače in drugi izdatki zaposlenim","7166772 7344289 7300943 101,9 99,4",""
"401","Prispevki delodajalcev za socialno varnost","1135129 1157612 1156532 101,9 99,9",""
"402","Izdatki za blago in storitve","344959 344959 338571 98,2 98,2",""
"3342","Materialni stroški","2052510 2203847 2179102 106,2 98,9",""
"402","Izdatki za blago in storitve","2052510 2203847 2179102 106,2 98,9",""
"2877","Investicije in investicijsko vzdrževanje državnih organov","1005675 1033643 1031621 102,6 99,8",""
"420","Nakup in gradnja osnovnih sredstev","1005675 1033643 1031621 102,6 99,8",""
"1543","Raziskave in ekspertize","166917 76654 69754 41,8 91,0",""
"402","Izdatki za blago in storitve","166917 76654 69754 41,8 91,0",""
"9077","TF CFCU - HACCP - Mesnice in ribarnice - slovenska udeležba","9999 29999 12157 121,6 40,5",""
"402","Izdatki za blago in storitve","7959 27959 12157 152,7 43,5",""
"420","Nakup in gradnja osnovnih sredstev","2040 2040 0 0,0 0,0",""
"9076","TF CFCU - Sledljivost trgovskega blaga - slovenska udeležba","50000 30000 2645 5,3 8,8",""
"402","Izdatki za blago in storitve","45000 25000 2645 5,9 10,6",""
"420","Nakup in gradnja osnovnih sredstev","5000 5000 0 0,0 0,0",""
"","","50000 0 0,0 0,0",""
"6783","TF CFCU Prenova poslovnih procesov - slovenska udeležba","50000",""
"402","Izdatki za blago in storitve","45000 45000 0 0,0 0,0",""
"420","Nakup in gradnja osnovnih sredstev","5000 5000 0 0,0 0,0",""
"9014","TF CFCU - HACCP - Mesnice in ribarnice","20000 85491 85491 427,5 100,0",""
"402","Izdatki za blago in storitve SPU/PU/PPP/GPR/PPR/PP/K3","20000 85491 85491 427,5 100,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"6781","TF CFCU - Prenova poslovnih procesov","200000 0 0 0,0 -",""
"402","Izdatki za blago in storitve","200000 0 0 0,0 -",""
"9013","TF CFCU - Sledljivost trgovskega blaga","200000 160000 160000 80,0 100,0",""
"402","Izdatki za blago in storitve","200000 160000 160000 80,0 100,0",""
"2155","Povračila škode - sredstva odškodnine","0 29523 14465 - 49,0",""
"402","Izdatki za blago in storitve","0 29523 14465 - 49,0",""
"14012103","Mednarodno sodelovanje in udeležba","3238610 2298819 1885945 58,2 82,0",""
"1546","Članarine mednarodnim organizacijam","659322 545322 491305 74,5 90,1",""
"402","Izdatki za blago in storitve","659322 545322 491305 74,5 90,1",""
"1927","Gospodarska predstavništva","2086465 1210674 912058 43,7 75,3",""
"400","Plače in drugi izdatki zaposlenim","140378 105426 0 0,0 0,0",""
"401","Prispevki delodajalcev za socialno varnost","99624 99624 0 0,0 0,0",""
"402","Izdatki za blago in storitve","1556463 80362 29600 1,9 36,8",""
"413","Drugi tekoči domači transferi","2000 842650 837994 - 99,5",""
"420","Nakup in gradnja osnovnih sredstev","188000 0 0 0,0 -",""
"432","Investicijski transferi proračunskim uporabnikom","100000 82613 44464 44,5 53,8",""
"","Stroški delegacij in gospodarskega sodelovanja s tujino","492823 482582 97,9 88,9",""
"1549","","542823",""
"402","Izdatki za blago in storitve","476131 541157 482582 101,4 89,2",""
"420","Nakup in gradnja osnovnih sredstev","16692 1666 0 0,0 0,0",""
"14012107","Nacionalni meroslovni sistem","1836088 1818141 1818140 99,0 100,0",""
"1277","Slovenska akreditacija","451511 447213 447213 99,1 100,0",""
"413","Drugi tekoči domači transferi","426473 422175 422175 99,0 100,0",""
"432","Investicijski transferi proračunskim uporabnikom","25038 25038 25038 100,0 100,0",""
"1270","Slovenski inštitut za standardizacijo","1384577 1370928 1370927 99,0 100,0",""
"413","Drugi tekoči domači transferi","1301118 1287469 1287469 99,0 100,0",""
"432","Investicijski transferi proračunskim uporabnikom","83459 83459 83459 100,0 100,0",""
"","","53059693 57518415 34368386 64,8 59,8",""
"1402","Pospeševanje in podpora gospodarski dejavnosti","",""
"14022101","Programi povečevanja konkurenčnosti","29648807 28244040 18691827 63,0 66,2",""
"6123","Javna agencija za podjetništvo in tuje investicije","2436989 2195356 2160065 88,6 98,4",""
"413","Drugi tekoči domači transferi","2353530 2097292 2062065 87,6 98,3",""
"432","Investicijski transferi proračunskim uporabnikom","83459 98064 98000 117,4 99,9",""
"2045","Spodbujanje javnih investicij - EU - Strukturni skladi","1739844 1649431 1207989 69,4 73,2",""
"432","Investicijski transferi proračunskim uporabnikom","1739844 1649431 1207989 69,4 73,2",""
"5343","Spodbujanje tujih investicij","13770660 13678860 13654005 99,2 99,8",""
"402","Izdatki za blago in storitve","375564 802464 777626 207,1 96,9",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","13395096 12876396 12876379 96,1 100,0",""
"2224","Priprava, evalvacija in razvoj programov","459022 673030 673030 146,6 100,0",""
"402","Izdatki za blago in storitve","459022 673030 673030 146,6 100,0",""
"6032","Spodbujanje internacionalizacije","304624 246623 192767 63,3 78,2",""
"402","Izdatki za blago in storitve","304624 246623 192767 63,3 78,2",""
"2056","Phare - lastna udeležba","266383 266383 170394 64,0 64,0",""
"410","Subvencije","0 54927 41350 - 75,3",""
"412","Transferi neprofitnim organizacijam in ustanovam","132713 12028 2758 2,1 22,9",""
"413","Drugi tekoči domači transferi","0 199428 126286 - 63,3",""
"432","Investicijski transferi proračunskim uporabnikom","133670 0 0 0,0 -",""
"7134","PHARE CFCU - Poslovne cone","400000 338385 338385 84,6 100,0",""
"413","Drugi tekoči domači transferi","0 338385 338385 - 100,0",""
"432","Investicijski transferi proračunskim uporabnikom","400000 0 0 0,0 -",""
"7101","PHARE CFCU - Vse na enem mestu","397137 170826 170826 43,0 100,0",""
"410","Subvencije","0 124049 124049 - 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","397137 8274 8274 2,1 100,0",""
"413","Drugi tekoči domači transferi SPU/PU/PPP/GPR/PPR/PP/K3","0 38503 38503 - 100,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"5395","Tehnična pomoč ESRR-EU - strukturni skladi","41625 113979 84137 202,1 73,8",""
"400","Plače in drugi izdatki zaposlenim","13402 24159 24159 180,3 100,0",""
"401","Prispevki delodajalcev za socialno varnost","1827 3761 3761 205,8 100,0",""
"402","Izdatki za blago in storitve","26396 39994 36686 139,0 91,7",""
"413","Drugi tekoči domači transferi","0 46065 19532 - 42,4",""
"","","13874 28046 202,2 73,8",""
"5399","Tehnična pomoč ESRR-EU - strukturni skladi - slovenska udeležba","37992",""
"400","Plače in drugi izdatki zaposlenim","4467 8129 8053 180,3 99,1",""
"401","Prispevki delodajalcev za socialno varnost","608 1254 1254 206,2 100,0",""
"402","Izdatki za blago in storitve","8799 13254 12229 139,0 92,3",""
"413","Drugi tekoči domači transferi","0 15355 6511 - 42,4",""
"6883","Gospodarsko razvojna logistična središča - 07-13 - EU","8345852 8345852 0 0,0 0,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","8345852 8345852 0 0,0 0,0",""
"7488","Tehnična pomoč ESRR - 07-13 - EU","0 448225 10356 - 2,3",""
"400","Plače in drugi izdatki zaposlenim","0 39703 2269 - 5,7",""
"401","Prispevki delodajalcev za socialno varnost","0 40000 375 - 0,9",""
"402","Izdatki za blago in storitve","0 275095 49 - 0,0",""
"413","Drugi tekoči domači transferi","0 85764 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 7663 7663 - 100,0",""
"9407","Gospodarsko razvojna logistična središča - 07-13 - slovenska udeležba","1472797 0 0 0,0 -",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","1472797 0 0 0,0 -",""
"7489","Tehnična pomoč ESRR - 07-13 - slovenska udeležba","0 79099 1827 - 2,3",""
"400","Plače in drugi izdatki zaposlenim","0 8198 400 - 4,9",""
"401","Prispevki delodajalcev za socialno varnost","0 6000 66 - 1,1",""
"402","Izdatki za blago in storitve","0 48414 9 - 0,0",""
"413","Drugi tekoči domači transferi","0 15135 0 - 0,0",""
"420","Nakup in gradnja osnovnih sredstev","0 1352 1352 - 100,0",""
"14022102","Prestrukturiranje podjetij","1098013 2450713 2444779 222,7 99,8",""
"2338","Pomoč podjetjem v težavah","1098013 2450713 2444779 222,7 99,8",""
"410","Subvencije","1098013 2450713 2444779 222,7 99,8",""
"14022103","Spodbujanje razvoja malega gospodarstva","22312873 26823662 13231780 59,3 49,3",""
"1724","Razvoj podpornega okolja za malo gospodarstvo","4643219 13272735 12477904 268,7 94,0",""
"402","Izdatki za blago in storitve","0 2260865 1756565 - 77,7",""
"410","Subvencije","2139464 10522219 10249482 479,1 97,4",""
"412","Transferi neprofitnim organizacijam in ustanovam","0 409860 409449 - 99,9",""
"413","Drugi tekoči domači transferi","2503755 65964 48584 1,9 73,7",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","0 13826 13825 - 100,0",""
"2058","Izboljšanje podpornega okolja za podjetništvo - EU - Strukturni skladi","2206260 774112 565407 25,6 73,0",""
"413","Drugi tekoči domači transferi","1561618 129470 129468 8,3 100,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","0 644642 435939 - 67,6",""
"432","Investicijski transferi proračunskim uporabnikom","644642 0 0 0,0 -",""
"2057","Izboljšanje podpornega okolja za podjetništvo - EU - Strukturni skladi - slovenska udeležba","735420 258037 188469 25,6 73,0",""
"413","Drugi tekoči domači transferi","520539 43157 43156 8,3 100,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","0 214845 145313 - 67,6",""
"432","Investicijski transferi proračunskim uporabnikom","214881 36 0 0,0 0,0",""
"6927","Spodbujanje podjetništva - 07-13 - EU","12518778 12518778 0 0,0 0,0",""
"410","Subvencije","12518778 12518778 0 0,0 0,0",""
"6965","Spodbujanje podjetništva - 07-13 - slovenska udeležba","2209196 0 0 0,0 -",""
"410","Subvencije SPU/PU/PPP/GPR/PPR/PP/K3","2209196 0 0 0,0 -",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"1403","Promocija Slovenije, razvoj turizma in gostinstva","30887994 29852837 23384979 75,7 78,3",""
"14032101","Spodbujanje razvoja turizma in gostinstva","30887994 29852837 23384979 75,7 78,3",""
"1710","Slovenska turistična organizacija","2637289 2618746 2618426 99,3 100,0",""
"413","Drugi tekoči domači transferi","2583040 2577017 2576697 99,8 100,0",""
"432","Investicijski transferi proračunskim uporabnikom","54249 41729 41729 76,9 100,0",""
"","","6634952 6567625 99,0 98,6",""
"1732","Trženje in razvoj turizma","6661859",""
"402","Izdatki za blago in storitve","6384576 6567536 6474380 101,4 98,6",""
"412","Transferi neprofitnim organizacijam in ustanovam","250376 94323 93244 37,2 98,9",""
"2043","Razvoj turističnih destinacij - EU - Strukturni skladi","11517275 11517275 10649196 92,5 92,5",""
"410","Subvencije","0 118803 17261 - 14,5",""
"413","Drugi tekoči domači transferi","333236 214433 158809 47,7 74,1",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","11184039 11184039 10473125 93,6 93,6",""
"2044","Razvoj turističnih destinacij - EU - Strukturni skladi - slovenska udeležba","3839089 3734476 3549732 92,5 95,1",""
"410","Subvencije","0 31415 5754 - 18,3",""
"413","Drugi tekoči domači transferi","111077 55497 52936 47,7 95,4",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","3728012 3647564 3491042 93,6 95,7",""
"6837","Razvoj turističnih destinacij - 07-13 - EU","5320481 5320481 0 0,0 0,0",""
"413","Drugi tekoči domači transferi","266024 266024 0 0,0 0,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","5054457 5054457 0 0,0 0,0",""
"6959","Razvoj turističnih destinacij - 07-13 - slovenska udeležba","938908 0 0 0,0 -",""
"413","Drugi tekoči domači transferi","46945 0 0 0,0 -",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","891963 0 0 0,0 -",""
"15","VAROVANJE OKOLJA IN NARAVNE DEDIŠČINE","2253412 2013726 1802973 80,0 89,5",""
"1503","Upravljanje z radioaktivnimi odpadki","2253412 2013726 1802973 80,0 89,5",""
"15032101","Ravnanje z radioaktivnimi in drugimi nevarnimi odpadki","2253412 2013726 1802973 80,0 89,5",""
"5194","Agencija za radioaktivne odpadke","1418794 1403773 1403773 98,9 100,0",""
"413","Drugi tekoči domači transferi","1246060 1280319 1280319 102,8 100,0",""
"432","Investicijski transferi proračunskim uporabnikom","172734 123454 123454 71,5 100,0",""
"7044","PHARE ARAO - lastna udeležba","84293 84293 50000 59,3 59,3",""
"402","Izdatki za blago in storitve","84293 84293 50000 59,3 59,3",""
"9155","TF CFCU - Informacijski sistem JS - lastna udeležba","306660 306660 130200 42,5 42,5",""
"402","Izdatki za blago in storitve","306660 306660 130200 42,5 42,5",""
"","","38057 70800 186,0 100,0",""
"9007","TF CFCU - Informacijski sistem JS - tuja udeležba","70800",""
"402","Izdatki za blago in storitve","38057 70800 70800 186,0 100,0",""
"6782","TF Izboljšanje ravnanja z institucionalnimi RAO","405608 148200 148200 36,5 100,0",""
"402","Izdatki za blago in storitve","405608 148200 148200 36,5 100,0",""
"23","INTERVENCIJSKI PROGRAMI IN OBVEZNOSTI","5237021 5213349 5213349 99,6 100,0",""
"","","5237021 5213349 5213349 99,6 100,0",""
"2301","Blagovne rezerve","",""
"23012101","Oblikovanje in vzdrževanje blagovnih rezerv","5237021 5213349 5213349 99,6 100,0",""
"1924","Obnavljanje in dopolnjevanje blagovnih rezerv","3797362 3584985 3584985 94,4 100,0",""
"413","Drugi tekoči domači transferi","3421799 3584985 3584985 104,8 100,0",""
"431","Investicijski transferi pravnim in fizičnim osebam, ki niso proračunski uporabniki","375563 0 0 0,0 -",""
"1902","Zavod RS za blagovne rezerve","1439659 1628364 1628364 113,1 100,0",""
"413","Drugi tekoči domači transferi SPU/PU/PPP/GPR/PPR/PP/K3","1439659 1628364 1628364 113,1 100,0",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"2120","Urad RS za varstvo potrošnikov","853697 844876 834059 97,7 98,7",""
"14","GOSPODARSTVO","853697 844876 834059 97,7 98,7",""
"1401","Urejanje in nadzor na področju gospodarstva in varstva potrošnikov","853697 844876 834059 97,7 98,7",""
"14012105","Varstvo potrošnikov","853697 844876 834059 97,7 98,7",""
"","","275788 283571 102,8 99,9",""
"1856","Plače","283788",""
"400","Plače in drugi izdatki zaposlenim","226516 235502 235310 103,9 99,9",""
"401","Prispevki delodajalcev za socialno varnost","36921 37714 37691 102,1 99,9",""
"402","Izdatki za blago in storitve","12351 10571 10571 85,6 100,0",""
"","","124807 103593 83,0 91,0",""
"1740","Materialni stroški","113807",""
"402","Izdatki za blago in storitve","124807 113807 103593 83,0 91,0",""
"","Investicije in investicijsko vzdrževanje državnih organov","1669 1194 71,6 100,0",""
"1555","","1194",""
"420","Nakup in gradnja osnovnih sredstev","1669 1194 1194 71,6 100,0",""
"6183","Delovanje potrošniških organizacij","42486 42486 42481 100,0 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","42486 42486 42481 100,0 100,0",""
"6031","Evropski potrošniški center","41730 53866 53866 129,1 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","41730 53866 53866 129,1 100,0",""
"1929","Izvajanje programa varstva potrošnikov","333834 327352 327321 98,1 100,0",""
"412","Transferi neprofitnim organizacijam in ustanovam","333834 327352 327321 98,1 100,0",""
"1880","Študije in raziskave s področja varstva potrošnikov","33383 22383 22033 66,0 98,4",""
"402","Izdatki za blago in storitve","33383 22383 22033 66,0 98,4",""
"2121","Urad RS za varstvo konkurence","744513 758418 697341 93,7 92,0",""
"14","GOSPODARSTVO","744513 758418 697341 93,7 92,0",""
"1401","Urejanje in nadzor na področju gospodarstva in varstva potrošnikov","744513 758418 697341 93,7 92,0",""
"14012104","Varstvo konkurence","744513 758418 697341 93,7 92,0",""
"1865","Plače","549082 531082 475203 86,5 89,5",""
"400","Plače in drugi izdatki zaposlenim","460025 441596 394322 85,7 89,3",""
"401","Prispevki delodajalcev za socialno varnost","67059 67488 63313 94,4 93,8",""
"402","Izdatki za blago in storitve","21998 21998 17568 79,9 79,9",""
"1741","Materialni stroški","167890 209873 204774 122,0 97,6",""
"402","Izdatki za blago in storitve","167890 209873 204774 122,0 97,6",""
"","Investicije in investicijsko vzdrževanje državnih organov","6677 7132 106,8 100,0",""
"1560","","7132",""
"420","Nakup in gradnja osnovnih sredstev","6677 7132 7132 106,8 100,0",""
"4310","Tržne raziskave, ekspertize in izvedenjska mnenja","20864 10331 10231 49,0 99,0",""
"402","Izdatki za blago in storitve","20864 10331 10231 49,0 99,0",""
"2123","Tržni inšpektorat RS","5624931 5566884 5455010 97,0 98,0",""
"14","GOSPODARSTVO","5624931 5566884 5455010 97,0 98,0",""
"1401","Urejanje in nadzor na področju gospodarstva in varstva potrošnikov","5624931 5566884 5455010 97,0 98,0",""
"14012106","Tržni nadzor (cene in kakovost)","5624931 5566884 5455010 97,0 98,0",""
"1871","Plače","4670071 4480071 4449270 95,3 99,3",""
"400","Plače in drugi izdatki zaposlenim","3879910 3719910 3697680 95,3 99,4",""
"401","Prispevki delodajalcev za socialno varnost","625915 609915 601816 96,2 98,7",""
"402","Izdatki za blago in storitve","164246 150246 149775 91,2 99,7",""
"1763","Materialni stroški","604637 599637 559995 92,6 93,4",""
"402","Izdatki za blago in storitve SPU/PU/PPP/GPR/PPR/PP/K3","604637 599637 559995 92,6 93,4",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
"1571","Investicije in investicijsko vzdrževanje državnih organov","172874 172874 155370 89,9 89,9",""
"420","Nakup in gradnja osnovnih sredstev","172874 172874 155370 89,9 89,9",""
"1775","Analize vzorcev","177349 177349 167088 94,2 94,2",""
"402","Izdatki za blago in storitve","177349 177349 167088 94,2 94,2",""
"7479","TF - Varstvo potrošnikov - slovenska udeležba","0 5000 75 - 1,5",""
"402","Izdatki za blago in storitve","0 5000 75 - 1,5",""
"9016","TF CFCU - Varstvo potrošnikov","0 119544 119544 - 100,0",""
"402","Izdatki za blago in storitve","0 119544 119544 - 100,0",""
"","","0 3667 - 29,6",""
"8920","Prevozna sredstva - sredstva odškodnine","12409",""
"402","Izdatki za blago in storitve","0 12409 3667 - 29,6",""
"2126","Urad RS za intelektualno lastnino","2017707 2509832 2340309 116,0 93,3",""
"14","GOSPODARSTVO","2017707 2509832 2340309 116,0 93,3",""
"1401","Urejanje in nadzor na področju gospodarstva in varstva potrošnikov","2017707 2509832 2340309 116,0 93,3",""
"14012108","Zaščita intelektualne lastnine","2017707 2509832 2340309 116,0 93,3",""
"1595","Plače","1344655 1344655 1334166 99,2 99,2",""
"400","Plače in drugi izdatki zaposlenim","1107076 1106030 1097313 99,1 99,2",""
"401","Prispevki delodajalcev za socialno varnost","193144 194190 192762 99,8 99,3",""
"402","Izdatki za blago in storitve","44435 44435 44091 99,2 99,2",""
"1690","Materialni stroški","226868 211211 209353 92,3 99,1",""
"402","Izdatki za blago in storitve","226868 211211 209353 92,3 99,1",""
"5510","Pristojbine za vzdrževanje evropskih patentov","6677 22334 22334 334,5 100,0",""
"414","Tekoči transferi v tujino","6677 22334 22334 334,5 100,0",""
"1977","EPO -mednarodna donacija","29210 193970 182490 624,8 94,1",""
"402","Izdatki za blago in storitve","0 73176 64389 - 88,0",""
"413","Drugi tekoči domači transferi","0 1188 1188 - 100,0",""
"420","Nakup in gradnja osnovnih sredstev","29210 119606 116913 400,3 97,8",""
"1970","WIPO Madrid - tuja donacija","391937 722866 578375 147,6 80,0",""
"400","Plače in drugi izdatki zaposlenim","0 54406 48077 - 88,4",""
"401","Prispevki delodajalcev za socialno varnost","0 9639 7537 - 78,2",""
"402","Izdatki za blago in storitve","66767 390670 326488 489,0 83,6",""
"420","Nakup in gradnja osnovnih sredstev","325170 268151 196273 60,4 73,2",""
"143","Informacijske storitve","18360 14795 13591 74,0 91,9",""
"402","Izdatki za blago in storitve","18360 14795 13591 74,0 91,9",""
"2127","Inšpektorat RS za elektronske komunikacije, elektronsko podpisovanje in pošto","314881 314881 275227 87,4 87,4",""
"13","PROMET, PROMETNA INFRASTRUKTURA IN KOMUNIKACIJE","314881 314881 275227 87,4 87,4",""
"1306","Telekomunikacije in pošta","314881 314881 275227 87,4 87,4",""
"13062101","Nadzor telekomunikacij in pošte","314881 314881 275227 87,4 87,4",""
"5515","Plače","229004 229004 194444 84,9 84,9",""
"400","Plače in drugi izdatki zaposlenim","171205 169915 160332 93,7 94,4",""
"401","Prispevki delodajalcev za socialno varnost","51660 51213 26236 50,8 51,2",""
"402","Izdatki za blago in storitve","6139 7876 7876 128,3 100,0",""
"5516","Materialni stroški","80035 83327 78522 98,1 94,2",""
"402","Izdatki za blago in storitve","80035 83327 78522 98,1 94,2",""
"5517","Investicije in investicijsko vzdrževanje državnih organov","5842 2550 2261 38,7 88,7",""
"420","Nakup in gradnja osnovnih sredstev SPU/PU/PPP/GPR/PPR/PP/K3","5842 2550 2261 38,7 88,7",""
"","","(5=3/2)",""
"","","(1) (2) (3) (4=3/1)",""
